Genotype/condition	Sample Number	Timepoint	CellNumber	FibrilTool Angle	Comparison Angle	Raw angle	Absolute angle	Acute absolute angle to ablation	Anisotropy
GFP-MBD	3	6	7	93.1861	93.5787	-0.3926	0.3926	0.3926	0.1675
GFP-MBD	3	6	8	4.7978	40.0853	-35.2875	35.2875	35.2875	0.1532
GFP-MBD	3	6	9	0.5905	170.9992	-170.4087	170.4087	9.5913	0.0508
GFP-MBD	3	6	10	162.6902	174.844	-12.1537	12.1537	12.1537	0.2043
GFP-MBD	3	7	1	149.4529	168.6725	-19.2196	19.2196	19.2196	0.2183
GFP-MBD	3	7	2	153.3504	170.555	-17.2046	17.2046	17.2046	0.2374
GFP-MBD	3	7	3	156.3979	32.9624	123.4355	123.4355	56.5645	0.1361
GFP-MBD	3	7	4	21.6041	91.5456	-69.9415	69.9415	69.9415	0.191
GFP-MBD	3	7	5	9.0487	28.4471	-19.3984	19.3984	19.3984	0.2288
GFP-MBD	3	7	6	31.0149	31.1303	-0.1154	0.1154	0.1154	0.259
GFP-MBD	3	7	7	94.3066	93.5787	0.7279	0.7279	0.7279	0.1618
GFP-MBD	3	7	8	5.0038	40.0853	-35.0815	35.0815	35.0815	0.1817
GFP-MBD	3	7	9	178.4232	170.9992	7.424	7.424	7.424	0.1177
GFP-MBD	3	7	10	155.7337	174.4812	-18.7475	18.7475	18.7475	0.2326
GFP-MBD	3	8	1	149.8329	168.8699	-19.037	19.037	19.037	0.243
GFP-MBD	3	8	2	156.3067	170.555	-14.2483	14.2483	14.2483	0.2603
GFP-MBD	3	8	3	154.5691	32.9624	121.6067	121.6067	58.3933	0.1273
GFP-MBD	3	8	4	20.4528	91.5456	-71.0928	71.0928	71.0928	0.1885
GFP-MBD	3	8	5	8.4271	28.4471	-20.02	20.02	20.02	0.2406
GFP-MBD	3	8	6	29.3329	31.1303	-1.7974	1.7974	1.7974	0.2488
GFP-MBD	3	8	7	89.1192	93.1856	-4.0663	4.0663	4.0663	0.1753
GFP-MBD	3	8	8	177.0505	40.0853	136.9652	136.9652	43.0348	0.2066
GFP-MBD	3	8	9	176.6173	172.7389	3.8784	3.8784	3.8784	0.1691
GFP-MBD	3	8	10	154.5078	174.4812	-19.9734	19.9734	19.9734	0.2342
GFP-MBD	3	9	1	148.5145	168.8699	-20.3554	20.3554	20.3554	0.242
GFP-MBD	3	9	2	157.0073	170.6704	-13.6631	13.6631	13.6631	0.2921
GFP-MBD	3	9	3	153.7223	34.5396	119.1827	119.1827	60.8173	0.1515
GFP-MBD	3	9	4	16.1943	91.5456	-75.3513	75.3513	75.3513	0.1774
GFP-MBD	3	9	5	8.1881	28.4471	-20.259	20.259	20.259	0.2493
GFP-MBD	3	9	6	29.3714	31.1303	-1.7588	1.7588	1.7588	0.2557
GFP-MBD	3	9	7	88.8561	93.1856	-4.3294	4.3294	4.3294	0.1575
GFP-MBD	3	9	8	171.6519	42.2463	129.4056	129.4056	50.5944	0.2075
GFP-MBD	3	9	9	170.316	172.2613	-1.9453	1.9453	1.9453	0.199
GFP-MBD	3	9	10	153.8655	174.731	-20.8656	20.8656	20.8656	0.2573
GFP-MBD	3	10	1	148.8046	168.8699	-20.0653	20.0653	20.0653	0.2585
GFP-MBD	3	10	2	154.4765	170.6704	-16.1939	16.1939	16.1939	0.3314
GFP-MBD	3	10	3	152.5311	34.5396	117.9915	117.9915	62.0085	0.1464
GFP-MBD	3	10	4	14.3416	91.5456	-77.204	77.204	77.204	0.169
GFP-MBD	3	10	5	6.4291	28.4471	-22.018	22.018	22.018	0.2528
GFP-MBD	3	10	6	29.4376	31.1303	-1.6927	1.6927	1.6927	0.2715
GFP-MBD	3	10	7	91.4826	93.1856	-1.703	1.703	1.703	0.1744
GFP-MBD	3	10	8	171.3599	42.2463	129.1136	129.1136	50.8864	0.2137
GFP-MBD	3	10	9	166.5121	172.2613	-5.7492	5.7492	5.7492	0.2231
GFP-MBD	3	10	10	152.0043	174.731	-22.7267	22.7267	22.7267	0.2593
GFP-MBD	3	11	1	145.6579	168.8699	-23.212	23.212	23.212	0.2825
GFP-MBD	3	11	2	153.2087	170.8147	-17.6059	17.6059	17.6059	0.3158
GFP-MBD	3	11	3	156.8727	32.9846	123.888	123.888	56.112	0.1579
GFP-MBD	3	11	4	8.1836	91.5456	-83.362	83.362	83.362	0.1972
GFP-MBD	3	11	5	5.8277	28.4471	-22.6194	22.6194	22.6194	0.2609
GFP-MBD	3	11	6	27.6339	31.1303	-3.4964	3.4964	3.4964	0.2369
GFP-MBD	3	11	7	84.7017	92.8782	-8.1766	8.1766	8.1766	0.1323
GFP-MBD	3	11	8	172.4512	42.2463	130.2048	130.2048	49.7952	0.2229
GFP-MBD	3	11	9	164.8211	172.2613	-7.4402	7.4402	7.4402	0.2474
GFP-MBD	3	11	10	150.743	174.731	-23.9881	23.9881	23.9881	0.2522
GFP-MBD	3	12	1	141.8597	168.8806	-27.0209	27.0209	27.0209	0.302
GFP-MBD	3	12	2	152.8418	171.0641	-18.2223	18.2223	18.2223	0.3307
GFP-MBD	3	12	3	156.4705	32.9846	123.4858	123.4858	56.5142	0.1384
GFP-MBD	3	12	4	4.9135	91.5456	-86.6321	86.6321	86.6321	0.1764
GFP-MBD	3	12	5	4.1964	28.4471	-24.2507	24.2507	24.2507	0.2591
GFP-MBD	3	12	6	22.3149	31.1303	-8.8153	8.8153	8.8153	0.2568
GFP-MBD	3	12	7	89.8496	92.8782	-3.0287	3.0287	3.0287	0.1369
GFP-MBD	3	12	8	178.0294	41.6658	136.3636	136.3636	43.6364	0.2118
GFP-MBD	3	12	9	163.5229	172.2613	-8.7384	8.7384	8.7384	0.2718
GFP-MBD	3	12	10	153.119	174.6673	-21.5482	21.5482	21.5482	0.2534
GFP-MBD	3	13	1	143.1919	168.4235	-25.2317	25.2317	25.2317	0.3152
GFP-MBD	3	13	2	152.0676	169.6639	-17.5963	17.5963	17.5963	0.3356
GFP-MBD	3	13	3	152.1122	32.753	119.3592	119.3592	60.6408	0.1441
GFP-MBD	3	13	4	7.621	91.5395	-83.9185	83.9185	83.9185	0.1823
GFP-MBD	3	13	5	1.0806	29.9227	-28.8421	28.8421	28.8421	0.2735
GFP-MBD	3	13	6	14.0991	31.1303	-17.0312	17.0312	17.0312	0.2756
GFP-MBD	3	13	7	80.6386	91.8774	-11.2389	11.2389	11.2389	0.1756
GFP-MBD	3	13	8	177.8578	42.9033	134.9546	134.9546	45.0454	0.213
GFP-MBD	3	13	9	161.1781	172.4009	-11.2228	11.2228	11.2228	0.2583
GFP-MBD	3	13	10	153.954	174.798	-20.844	20.844	20.844	0.2469
GFP-MBD	4	1	1	20.1982	164.0229	-143.8247	143.8247	36.1753	0.0741
GFP-MBD	4	1	2	152.8973	9.7132	143.1842	143.1842	36.8158	0.0442
GFP-MBD	4	1	3	151.5438	94.9985	56.5452	56.5452	56.5452	0.0214
GFP-MBD	4	1	4	162.9086	84.9613	77.9473	77.9473	77.9473	0.1377
GFP-MBD	4	1	5	150.3168	42.1979	108.1189	108.1189	71.8811	0.0688
GFP-MBD	4	1	6	146.5798	174.1705	-27.5907	27.5907	27.5907	0.1362
GFP-MBD	4	2	1	35.6443	166.3751	-130.7309	130.7309	49.2691	0.0846
GFP-MBD	4	2	2	153.6481	9.7724	143.8757	143.8757	36.1243	0.0605
GFP-MBD	4	2	3	13.648	99.9531	-86.305	86.305	86.305	0.0534
GFP-MBD	4	2	4	155.3239	84.9613	70.3627	70.3627	70.3627	0.1313
GFP-MBD	4	2	5	2.0869	41.9697	-39.8829	39.8829	39.8829	0.085
GFP-MBD	4	2	6	149.4018	173.3981	-23.9963	23.9963	23.9963	0.1857
GFP-MBD	4	3	1	24.102	166.3751	-142.2731	142.2731	37.7269	0.0947
GFP-MBD	4	3	2	2.7858	9.7724	-6.9866	6.9866	6.9866	0.0675
GFP-MBD	4	3	3	15.4581	99.9531	-84.4949	84.4949	84.4949	0.0665
GFP-MBD	4	3	4	155.2583	84.9613	70.2971	70.2971	70.2971	0.1037
GFP-MBD	4	3	5	16.095	41.9697	-25.8747	25.8747	25.8747	0.113
GFP-MBD	4	3	6	150.861	173.3981	-22.5371	22.5371	22.5371	0.2337
GFP-MBD	4	4	1	19.074	168.3109	-149.2369	149.2369	30.7631	0.1045
GFP-MBD	4	4	2	16.2499	9.7724	6.4774	6.4774	6.4774	0.0981
GFP-MBD	4	4	3	12.6008	97.5662	-84.9654	84.9654	84.9654	0.0474
GFP-MBD	4	4	4	147.9133	84.9613	62.952	62.952	62.952	0.0857
GFP-MBD	4	4	5	16.6153	41.9697	-25.3544	25.3544	25.3544	0.1328
GFP-MBD	4	4	6	153.813	173.7509	-19.9378	19.9378	19.9378	0.2253
GFP-MBD	4	5	1	0.4776	167.5824	-167.1048	167.1048	12.8952	0.0907
GFP-MBD	4	5	2	3.3578	10.0871	-6.7293	6.7293	6.7293	0.1195
GFP-MBD	4	5	3	75.447	96.7398	-21.2929	21.2929	21.2929	0.0251
GFP-MBD	4	5	4	146.4977	85.7239	60.7738	60.7738	60.7738	0.0163
GFP-MBD	4	5	5	16.4864	40.704	-24.2176	24.2176	24.2176	0.19
GFP-MBD	4	5	6	153.6265	174.0127	-20.3862	20.3862	20.3862	0.2246
GFP-MBD	4	6	1	170.1335	167.5824	2.5511	2.5511	2.5511	0.1095
GFP-MBD	4	6	2	15.1121	10.2496	4.8625	4.8625	4.8625	0.112
GFP-MBD	4	6	3	69.2761	95.0758	-25.7997	25.7997	25.7997	0.0459
GFP-MBD	4	6	4	62.4439	85.7239	-23.2801	23.2801	23.2801	0.0188
GFP-MBD	4	6	5	13.5015	40.704	-27.2025	27.2025	27.2025	0.1733
GFP-MBD	4	6	6	153.3701	174.0127	-20.6426	20.6426	20.6426	0.2106
GFP-MBD	4	7	1	164.0055	167.5824	-3.5769	3.5769	3.5769	0.1384
GFP-MBD	4	7	2	30.3044	10.2496	20.0548	20.0548	20.0548	0.1212
GFP-MBD	4	7	3	69.6262	95.0758	-25.4496	25.4496	25.4496	0.0886
GFP-MBD	4	7	4	94.4772	85.7239	8.7533	8.7533	8.7533	0.0722
GFP-MBD	4	7	5	16.2617	40.704	-24.4423	24.4423	24.4423	0.1873
GFP-MBD	4	7	6	150.1391	174.0127	-23.8736	23.8736	23.8736	0.2367
GFP-MBD	4	8	1	165.5953	167.5824	-1.9871	1.9871	1.9871	0.1484
GFP-MBD	4	8	2	28.5604	10.2496	18.3108	18.3108	18.3108	0.1365
GFP-MBD	4	8	3	55.3395	95.0758	-39.7363	39.7363	39.7363	0.151
GFP-MBD	4	8	4	84.9625	85.7239	-0.7614	0.7614	0.7614	0.0229
GFP-MBD	4	8	5	14.1065	40.704	-26.5975	26.5975	26.5975	0.174
GFP-MBD	4	8	6	151.9807	174.0127	-22.032	22.032	22.032	0.2337
GFP-MBD	4	9	1	161.4633	167.5824	-6.1191	6.1191	6.1191	0.1622
GFP-MBD	4	9	2	33.1341	10.2496	22.8845	22.8845	22.8845	0.1674
GFP-MBD	4	9	3	55.2709	95.0758	-39.8049	39.8049	39.8049	0.1449
GFP-MBD	4	9	4	92.9054	86.0335	6.8719	6.8719	6.8719	0.0636
GFP-MBD	4	9	5	13.3305	40.704	-27.3735	27.3735	27.3735	0.2171
GFP-MBD	4	9	6	149.563	174.0127	-24.4497	24.4497	24.4497	0.2557
GFP-MBD	4	10	1	160.9327	167.5824	-6.6497	6.6497	6.6497	0.1987
GFP-MBD	4	10	2	30.1752	10.2496	19.9256	19.9256	19.9256	0.2036
GFP-MBD	4	10	3	53.0763	95.0758	-41.9996	41.9996	41.9996	0.1578
GFP-MBD	4	10	4	87.777	86.0335	1.7436	1.7436	1.7436	0.0857
GFP-MBD	4	10	5	6.1628	40.704	-34.5412	34.5412	34.5412	0.1971
GFP-MBD	4	10	6	147.4415	174.0127	-26.5712	26.5712	26.5712	0.2488
GFP-MBD	4	11	1	163.8928	167.5824	-3.6896	3.6896	3.6896	0.215
GFP-MBD	4	11	2	33.1409	10.2496	22.8913	22.8913	22.8913	0.2441
GFP-MBD	4	11	3	47.2564	95.0758	-47.8194	47.8194	47.8194	0.1888
GFP-MBD	4	11	4	81.282	85.5783	-4.2963	4.2963	4.2963	0.0987
GFP-MBD	4	11	5	2.0751	40.704	-38.6289	38.6289	38.6289	0.1831
GFP-MBD	4	11	6	146.3938	173.8008	-27.407	27.407	27.407	0.2764
GFP-MBD	4	12	1	165.1759	167.5824	-2.4065	2.4065	2.4065	0.2306
GFP-MBD	4	12	2	32.0957	10.2496	21.8461	21.8461	21.8461	0.2385
GFP-MBD	4	12	3	54.2171	95.7096	-41.4924	41.4924	41.4924	0.2071
GFP-MBD	4	12	4	85.049	85.5783	-0.5292	0.5292	0.5292	0.0952
GFP-MBD	4	12	5	179.4207	40.704	138.7167	138.7167	41.2833	0.1799
GFP-MBD	4	12	6	145.3718	173.5284	-28.1566	28.1566	28.1566	0.2734
GFP-MBD	4	13	1	161.9213	167.5824	-5.6611	5.6611	5.6611	0.215
GFP-MBD	4	13	2	30.435	10.2031	20.2318	20.2318	20.2318	0.2543
GFP-MBD	4	13	3	48.1741	95.7096	-47.5355	47.5355	47.5355	0.1992
GFP-MBD	4	13	4	86.0558	85.5783	0.4776	0.4776	0.4776	0.0899
GFP-MBD	4	13	5	6.2729	40.704	-34.4311	34.4311	34.4311	0.1944
GFP-MBD	4	13	6	143.8471	173.5284	-29.6813	29.6813	29.6813	0.272
GFP-MBD	5	1	1	143.6314	29.9776	113.6538	113.6538	66.3462	0.1663
GFP-MBD	5	1	2	152.2927	167.969	-15.6762	15.6762	15.6762	0.1167
GFP-MBD	5	1	3	155.2564	176.9919	-21.7356	21.7356	21.7356	0.0748
GFP-MBD	5	1	4	168.6342	8.9884	159.6459	159.6459	20.3541	0.1801
GFP-MBD	5	1	5	156.4947	91.3275	65.1672	65.1672	65.1672	0.1237
GFP-MBD	5	1	6	143.7599	81.584	62.1759	62.1759	62.1759	0.2098
GFP-MBD	5	1	7	162.985	71.5785	91.4065	91.4065	88.5935	0.2179
GFP-MBD	5	1	8	166.6211	112.6308	53.9904	53.9904	53.9904	0.2133
GFP-MBD	5	1	9	136.4282	5.594	130.8342	130.8342	49.1658	0.2014
GFP-MBD	5	1	10	154.6208	178.7862	-24.1654	24.1654	24.1654	0.2163
GFP-MBD	5	2	1	137.8449	29.9776	107.8673	107.8673	72.1327	0.1199
GFP-MBD	5	2	2	162.8778	167.969	-5.0911	5.0911	5.0911	0.0684
GFP-MBD	5	2	3	149.1874	176.9919	-27.8045	27.8045	27.8045	0.0723
GFP-MBD	5	2	4	170.608	8.9884	161.6196	161.6196	18.3804	0.0819
GFP-MBD	5	2	5	160.6461	91.3275	69.3187	69.3187	69.3187	0.1023
GFP-MBD	5	2	6	142.4972	81.584	60.9131	60.9131	60.9131	0.1964
GFP-MBD	5	2	7	162.6405	71.5785	91.062	91.062	88.938	0.1456
GFP-MBD	5	2	8	160.9052	112.6308	48.2744	48.2744	48.2744	0.2069
GFP-MBD	5	2	9	144.564	5.594	138.97	138.97	41.03	0.1805
GFP-MBD	5	2	10	152.1242	178.7862	-26.662	26.662	26.662	0.2267
GFP-MBD	5	3	1	131.5552	29.9776	101.5776	101.5776	78.4224	0.0684
GFP-MBD	5	3	2	158.4297	167.969	-9.5393	9.5393	9.5393	0.0916
GFP-MBD	5	3	3	136.2146	176.9919	-40.7773	40.7773	40.7773	0.0517
GFP-MBD	5	3	4	156.3654	8.9884	147.377	147.377	32.623	0.1218
GFP-MBD	5	3	5	153.0181	91.3275	61.6906	61.6906	61.6906	0.0845
GFP-MBD	5	3	6	150.0295	81.584	68.4455	68.4455	68.4455	0.1197
GFP-MBD	5	3	7	169.3924	71.5785	97.8139	97.8139	82.1861	0.1204
GFP-MBD	5	3	8	147.2829	112.6308	34.6521	34.6521	34.6521	0.1413
GFP-MBD	5	3	9	144.8637	5.594	139.2697	139.2697	40.7303	0.1798
GFP-MBD	5	3	10	148.9947	178.7862	-29.7916	29.7916	29.7916	0.2061
GFP-MBD	5	4	1	122.8811	29.9776	92.9035	92.9035	87.0965	0.0422
GFP-MBD	5	4	2	144.5292	167.969	-23.4398	23.4398	23.4398	0.1072
GFP-MBD	5	4	3	134.4788	176.9919	-42.5131	42.5131	42.5131	0.0821
GFP-MBD	5	4	4	158.4179	8.9884	149.4295	149.4295	30.5705	0.1042
GFP-MBD	5	4	5	163.5512	91.3263	72.2249	72.2249	72.2249	0.1173
GFP-MBD	5	4	6	145.7789	79.6899	66.089	66.089	66.089	0.0852
GFP-MBD	5	4	7	169.6216	71.5785	98.0431	98.0431	81.9569	0.0932
GFP-MBD	5	4	8	149.8312	113.7612	36.07	36.07	36.07	0.095
GFP-MBD	5	4	9	145.8104	5.594	140.2164	140.2164	39.7836	0.1261
GFP-MBD	5	4	10	155.2473	178.7637	-23.5163	23.5163	23.5163	0.1757
GFP-MBD	5	5	1	21.0306	29.9776	-8.947	8.947	8.947	0.0238
GFP-MBD	5	5	2	152.0905	168.2065	-16.1161	16.1161	16.1161	0.0981
GFP-MBD	5	5	3	145.022	175.571	-30.549	30.549	30.549	0.0505
GFP-MBD	5	5	4	142.0424	12.2637	129.7787	129.7787	50.2213	0.0856
GFP-MBD	5	5	5	150.7217	91.0113	59.7104	59.7104	59.7104	0.0626
GFP-MBD	5	5	6	144.015	79.6899	64.3252	64.3252	64.3252	0.0708
GFP-MBD	5	5	7	18.9258	71.0613	-52.1354	52.1354	52.1354	0.0701
GFP-MBD	5	5	8	148.501	113.7612	34.7398	34.7398	34.7398	0.1073
GFP-MBD	5	5	9	144.1165	5.8808	138.2357	138.2357	41.7643	0.1138
GFP-MBD	5	5	10	151.8843	178.7637	-26.8794	26.8794	26.8794	0.2011
GFP-MBD	5	6	1	53.4759	31.5061	21.9698	21.9698	21.9698	0.0436
GFP-MBD	5	6	2	154.6136	168.6071	-13.9935	13.9935	13.9935	0.092
GFP-MBD	5	6	3	128.2498	175.571	-47.3212	47.3212	47.3212	0.071
GFP-MBD	5	6	4	144.7195	12.2637	132.4558	132.4558	47.5442	0.0287
GFP-MBD	5	6	5	149.4318	91.3713	58.0605	58.0605	58.0605	0.0608
GFP-MBD	5	6	6	123.6278	77.8143	45.8135	45.8135	45.8135	0.1007
GFP-MBD	5	6	7	14.7566	71.0613	-56.3047	56.3047	56.3047	0.0413
GFP-MBD	5	6	8	137.4921	113.0377	24.4544	24.4544	24.4544	0.0855
GFP-MBD	5	6	9	149.6298	5.6064	144.0234	144.0234	35.9766	0.0703
GFP-MBD	5	6	10	152.3218	179.8729	-27.5512	27.5512	27.5512	0.2112
GFP-MBD	5	7	1	59.5316	31.5061	28.0254	28.0254	28.0254	0.0579
GFP-MBD	5	7	2	145.595	168.6071	-23.0121	23.0121	23.0121	0.1089
GFP-MBD	5	7	3	136.1756	175.571	-39.3953	39.3953	39.3953	0.1203
GFP-MBD	5	7	4	50.4344	12.2637	38.1707	38.1707	38.1707	0.0959
GFP-MBD	5	7	5	152.7571	91.322	61.4351	61.4351	61.4351	0.0715
GFP-MBD	5	7	6	123.005	77.8143	45.1908	45.1908	45.1908	0.066
GFP-MBD	5	7	7	36.8952	71.0613	-34.1661	34.1661	34.1661	0.0563
GFP-MBD	5	7	8	135.8251	113.0377	22.7874	22.7874	22.7874	0.0699
GFP-MBD	5	7	9	23.774	5.6064	18.1675	18.1675	18.1675	0.0758
GFP-MBD	5	7	10	150.2858	0.274	150.0118	150.0118	29.9882	0.1728
GFP-MBD	5	8	1	47.7595	31.5061	16.2534	16.2534	16.2534	0.1147
GFP-MBD	5	8	2	147.2125	169.459	-22.2465	22.2465	22.2465	0.1121
GFP-MBD	5	8	3	139.7464	174.7276	-34.9812	34.9812	34.9812	0.0732
GFP-MBD	5	8	4	47.6162	12.2637	35.3525	35.3525	35.3525	0.0696
GFP-MBD	5	8	5	23.9128	91.322	-67.4093	67.4093	67.4093	0.0552
GFP-MBD	5	8	6	108.7239	77.8143	30.9096	30.9096	30.9096	0.0593
GFP-MBD	5	8	7	35.0272	71.3414	-36.3143	36.3143	36.3143	0.0679
GFP-MBD	5	8	8	116.6376	113.0377	3.5999	3.5999	3.5999	0.0641
GFP-MBD	5	8	9	18.8731	5.6064	13.2666	13.2666	13.2666	0.0493
GFP-MBD	5	8	10	144.5501	0.6804	143.8696	143.8696	36.1304	0.188
GFP-MBD	5	9	1	53.3112	31.5061	21.805	21.805	21.805	0.1241
GFP-MBD	5	9	2	142.6768	169.459	-26.7821	26.7821	26.7821	0.1
GFP-MBD	5	9	3	167.3937	174.7276	-7.3338	7.3338	7.3338	0.09
GFP-MBD	5	9	4	48.9707	12.2637	36.707	36.707	36.707	0.1312
GFP-MBD	5	9	5	20.713	91.322	-70.609	70.609	70.609	0.0763
GFP-MBD	5	9	6	105.8915	77.8143	28.0772	28.0772	28.0772	0.0685
GFP-MBD	5	9	7	45.4953	71.3414	-25.8461	25.8461	25.8461	0.0877
GFP-MBD	5	9	8	129.9486	113.0377	16.9108	16.9108	16.9108	0.0641
GFP-MBD	5	9	9	3.7091	5.6064	-1.8973	1.8973	1.8973	0.0776
GFP-MBD	5	9	10	140.6836	0.6804	140.0031	140.0031	39.9969	0.1984
GFP-MBD	5	10	1	66.597	32.3331	34.2639	34.2639	34.2639	0.1295
GFP-MBD	5	10	2	146.6043	170.0013	-23.397	23.397	23.397	0.094
GFP-MBD	5	10	3	165.7875	174.7276	-8.94	8.94	8.94	0.0629
GFP-MBD	5	10	4	51.1393	16.7842	34.3551	34.3551	34.3551	0.1617
GFP-MBD	5	10	5	167.8108	92.0881	75.7227	75.7227	75.7227	0.0809
GFP-MBD	5	10	6	81.9572	77.8143	4.143	4.143	4.143	0.0879
GFP-MBD	5	10	7	38.4165	71.5816	-33.1651	33.1651	33.1651	0.1189
GFP-MBD	5	10	8	144.1216	113.0669	31.0547	31.0547	31.0547	0.0676
GFP-MBD	5	10	9	10.1082	5.6064	4.5018	4.5018	4.5018	0.1107
GFP-MBD	5	10	10	133.783	1.2917	132.4912	132.4912	47.5088	0.2109
GFP-MBD	5	11	1	60.4867	32.3331	28.1536	28.1536	28.1536	0.1145
GFP-MBD	5	11	2	148.5407	170.0013	-21.4605	21.4605	21.4605	0.0805
GFP-MBD	5	11	3	147.9922	174.7276	-26.7353	26.7353	26.7353	0.0906
GFP-MBD	5	11	4	47.7009	16.7842	30.9167	30.9167	30.9167	0.1555
GFP-MBD	5	11	5	146.3408	92.0881	54.2526	54.2526	54.2526	0.037
GFP-MBD	5	11	6	79.3078	77.8143	1.4935	1.4935	1.4935	0.08
GFP-MBD	5	11	7	39.6926	71.5816	-31.889	31.889	31.889	0.1025
GFP-MBD	5	11	8	135.7663	112.5494	23.2169	23.2169	23.2169	0.0941
GFP-MBD	5	11	9	9.2245	5.3805	3.844	3.844	3.844	0.1221
GFP-MBD	5	11	10	132.927	2.2088	130.7182	130.7182	49.2818	0.2051
GFP-MBD	5	12	1	49.3921	32.3331	17.0591	17.0591	17.0591	0.1379
GFP-MBD	5	12	2	157.3704	170.4518	-13.0814	13.0814	13.0814	0.1099
GFP-MBD	5	12	3	160.8407	173.7498	-12.9092	12.9092	12.9092	0.0646
GFP-MBD	5	12	4	38.1796	23.0914	15.0882	15.0882	15.0882	0.1424
GFP-MBD	5	12	5	149.2492	93.2161	56.0331	56.0331	56.0331	0.0942
GFP-MBD	5	12	6	80.3748	76.3722	4.0027	4.0027	4.0027	0.1368
GFP-MBD	5	12	7	44.2827	71.5816	-27.2989	27.2989	27.2989	0.1225
GFP-MBD	5	12	8	130.1813	113.9743	16.207	16.207	16.207	0.0855
GFP-MBD	5	12	9	9.4351	5.3805	4.0546	4.0546	4.0546	0.1156
GFP-MBD	5	12	10	135.7996	3.5551	132.2446	132.2446	47.7554	0.1963
GFP-MBD	5	13	1	62.4619	32.3331	30.1289	30.1289	30.1289	0.067
GFP-MBD	5	13	2	149.0564	170.4518	-21.3954	21.3954	21.3954	0.1137
GFP-MBD	5	13	3	163.0423	173.7498	-10.7075	10.7075	10.7075	0.0248
GFP-MBD	5	13	4	40.1515	23.0914	17.0601	17.0601	17.0601	0.1155
GFP-MBD	5	13	5	142.5188	93.2161	49.3027	49.3027	49.3027	0.081
GFP-MBD	5	13	6	81.0151	76.3722	4.6429	4.6429	4.6429	0.1432
GFP-MBD	5	13	7	41.1025	71.5816	-30.4791	30.4791	30.4791	0.0935
GFP-MBD	5	13	8	139.4188	113.9743	25.4445	25.4445	25.4445	0.0792
GFP-MBD	5	13	9	12.1391	5.3805	6.7586	6.7586	6.7586	0.1255
GFP-MBD	5	13	10	134.355	3.5551	130.7999	130.7999	49.2001	0.2131
GFP-MBD	6	1	1	69.9857	9.0609	60.9249	60.9249	60.9249	0.1225
GFP-MBD	6	1	2	26.6517	176.9589	-150.3072	150.3072	29.6928	0.0538
GFP-MBD	6	1	3	52.5073	90.2982	-37.7909	37.7909	37.7909	0.1547
GFP-MBD	6	1	4	178.6	87.5266	91.0734	91.0734	88.9266	0.0303
GFP-MBD	6	1	5	8.7946	6.8117	1.983	1.983	1.983	0.203
GFP-MBD	6	2	1	63.3022	9.0609	54.2413	54.2413	54.2413	0.1243
GFP-MBD	6	2	2	14.1092	176.9589	-162.8498	162.8498	17.1502	0.079
GFP-MBD	6	2	3	46.6751	90.2982	-43.6231	43.6231	43.6231	0.1471
GFP-MBD	6	2	4	31.4656	87.5266	-56.0609	56.0609	56.0609	0.1061
GFP-MBD	6	2	5	3.5605	6.8117	-3.2512	3.2512	3.2512	0.1757
GFP-MBD	6	3	1	52.7297	9.0609	43.6688	43.6688	43.6688	0.1879
GFP-MBD	6	3	2	3.6891	176.9589	-173.2698	173.2698	6.7302	0.0794
GFP-MBD	6	3	3	42.9117	90.2982	-47.3866	47.3866	47.3866	0.2273
GFP-MBD	6	3	4	36.9618	87.5266	-50.5648	50.5648	50.5648	0.1388
GFP-MBD	6	3	5	0.2748	6.8117	-6.5369	6.5369	6.5369	0.214
GFP-MBD	6	4	1	47.965	9.0609	38.9042	38.9042	38.9042	0.1973
GFP-MBD	6	4	2	3.3826	176.9589	-173.5764	173.5764	6.4236	0.0962
GFP-MBD	6	4	3	47.4742	90.2982	-42.824	42.824	42.824	0.2391
GFP-MBD	6	4	4	46.0479	87.5266	-41.4787	41.4787	41.4787	0.1739
GFP-MBD	6	4	5	3.3601	6.8117	-3.4516	3.4516	3.4516	0.2138
GFP-MBD	6	5	1	45.5841	10.5068	35.0773	35.0773	35.0773	0.2058
GFP-MBD	6	5	2	172.0466	176.5567	-4.51	4.51	4.51	0.11
GFP-MBD	6	5	3	44.4452	90.2982	-45.853	45.853	45.853	0.2213
GFP-MBD	6	5	4	40.6238	87.5266	-46.9028	46.9028	46.9028	0.1817
GFP-MBD	6	5	5	1.7568	7.1519	-5.3951	5.3951	5.3951	0.2066
GFP-MBD	6	6	1	39.2979	10.5068	28.7911	28.7911	28.7911	0.1787
GFP-MBD	6	6	2	0.3887	176.5567	-176.1679	176.1679	3.8321	0.1258
GFP-MBD	6	6	3	41.8886	90.2982	-48.4096	48.4096	48.4096	0.2273
GFP-MBD	6	6	4	45.234	87.5266	-42.2926	42.2926	42.2926	0.1535
GFP-MBD	6	6	5	178.7678	7.1519	171.6159	171.6159	8.3841	0.1973
GFP-MBD	6	7	1	36.5875	10.5068	26.0807	26.0807	26.0807	0.206
GFP-MBD	6	7	2	175.7114	176.5567	-0.8453	0.8453	0.8453	0.1839
GFP-MBD	6	7	3	39.5363	90.3796	-50.8434	50.8434	50.8434	0.1518
GFP-MBD	6	7	4	51.3848	87.5266	-36.1418	36.1418	36.1418	0.1478
GFP-MBD	6	7	5	172.6956	7.1519	165.5437	165.5437	14.4563	0.1739
